date,item_name,price,price_per_unit,store,ppu_unit,alt_name,category
2024-10-20,"100% Apple Juice, 64 fl oz",1.75,0.027,Aldi,fl oz,Apple Juice,Beverages
2024-10-20,"2% Milk, 1 gal",3.39,3.39,Aldi,gal,Milk,Dairy
2024-10-20,"Active Dry Yeast Packets, 3 count",1.09,1.453,Aldi,oz,Dry Yeast,Baking Goods
2024-10-20,"All Purpose Flour, 5 lb",2.59,0.518,Aldi,lb,Flour,Baking Goods
2024-10-20,"Avocados, each",0.85,0.85,Aldi,each,Avocados,Fresh Produce
2024-10-20,"Baking Potatoes, 5 lb",4.39,N/A,Aldi,N/A,Potatoes,Fresh Produce
2024-10-20,"Baking Powder, 8.1 oz",2.15,0.265,Aldi,oz,Baking Powder,Baking Goods
2024-10-20,"Baking Soda, 16 oz",0.99,0.062,Aldi,oz,Baking Soda,Baking Goods
2024-10-20,"Balsamic Vinegar of Modena, 16.9 fl oz",2.75,0.163,Aldi,fl oz,Balsamic Vinegar,Oils/Vinegars
2024-10-20,"Bananas, per lb",0.16,0.485,Aldi,lb,Bananas,Fresh Produce
2024-10-20,"Black Tea Bags, 100 Count",1.99,0.02,Aldi,ct,Tea Bags,Beverages
2024-10-20,Broccoli Crowns,1.95,1.95,Aldi,lb,Broccoli,Fresh Produce
2024-10-20,"Canned Whole Kernel Golden Sweet Corn, 15.25 oz",0.55,0.036,Aldi,oz,Green Chiles,Sauces/Canned Goods
2024-10-20,"Carrots, 2 lb",1.55,0.775,Aldi,lb,Carrots,Fresh Produce
2024-10-20,"Chicken Broth, 32 oz",1.09,0.034,Aldi,oz,Chicken Stock,Sauces/Canned Goods
2024-10-20,"Chili Powder, 2.5 oz",0.89,0.356,Aldi,oz,Chili Powder,Condiments/Spices
2024-10-20,"Chopped Green Chiles, 4 oz Can",0.95,0.237,Aldi,oz,Green Chiles,Sauces/Canned Goods
2024-10-20,"Chunk Light Tuna in Water, 5 oz Can",1.25,0.25,Aldi,oz,Tuna,Sauces/Canned Goods
2024-10-20,Cilantro Bunch,0.75,0.75,Aldi,each,Cilantro,Fresh Produce
2024-10-20,"Cinnamon Crunch Squares, 19.3 oz",3.09,0.16,Aldi,oz,Cereal,Snacks
2024-10-20,"Classic Roast Medium Ground Coffee, 30.5 oz",8.25,0.27,Aldi,oz,Coffee,Beverages
2024-10-20,"Concord Grape Jelly, 30 oz",2.85,0.095,Aldi,oz,Jelly,Sauces/Canned Goods
2024-10-20,"Condensed Tomato Soup, 10.75 oz Can",1.39,0.129,Aldi,oz,Soups,Sauces/Canned Goods
2024-10-20,"Creamy Alfredo Sauce, 15 oz",1.85,0.123,Aldi,oz,Alfredo Sauce,Sauces/Canned Goods
2024-10-20,"Creamy Peanut Butter, 18 oz",2.09,0.116,Aldi,oz,Peanut Butter,Sauces/Canned Goods
2024-10-20,"Crushed Red Pepper, 1.5 oz",0.89,0.593,Aldi,oz,Red Pepper,Condiments/Spices
2024-10-20,"Deli Sliced Provolone Cheese, 8 oz",2.09,0.261,Aldi,oz,Sliced Cheese,Dairy
2024-10-20,"Flat Leaf Spinach, 8 oz",1.65,0.206,Aldi,oz,Spinach,Fresh Produce
2024-10-20,Fresh 93% Lean 7% Fat Ground Beef,6.39,6.39,Aldi,lb,Beef,Meat/Protein
2024-10-20,Fresh Chicken Breasts,6.11,3.491,Aldi,lb,Chicken,Meat/Protein
2024-10-20,"Frozen Berry Medley, 32 oz",7.69,0.24,Aldi,oz,Frozen Fruit and Berries,Frozen Goods
2024-10-20,"Frozen Homestyle Waffles, 10 count",2.19,0.178,Aldi,oz,Waffle,Frozen Goods
2024-10-20,"Garlic, 3 pack",1.45,0.483,Aldi,ct,Garlic,Fresh Produce
2024-10-20,"Grade A Large White Eggs, 1 dozen",2.39,0.199,Aldi,ct,Eggs,Meat/Protein
2024-10-20,"Graham Cracker Pie Crust, 6 oz",1.39,0.232,Aldi,oz,Pie Crust,Frozen Goods
2024-10-20,"Granulated Sugar, 4 lb",2.95,0.738,Aldi,lb,Granulated Sugar,Baking Goods
2024-10-20,"Green Peppers, 3 pack",2.55,0.85,Aldi,ct,Bell Peppers,Fresh Produce
2024-10-20,"Ground Black Pepper, 3 oz",3.09,1.03,Aldi,oz,Black Pepper,Condiments/Spices
2024-10-20,"Hash Brown Patties, 20 count",6.05,0.302,Aldi,ct,Hash Browns,Snacks
2024-10-20,"Honey Bear, 12 oz",4.09,0.341,Aldi,oz,Honey,Baking Goods
2024-10-20,"Honey Smoked Turkey Breast & White Turkey, 1 lb",5.19,0.324,Aldi,oz,Turkey,Meat/Protein
2024-10-20,"Lemons, 2 lb",3.55,1.775,Aldi,lb,Lemon,Fresh Produce
2024-10-20,"Limes, 1 lb",2.75,2.75,Aldi,lb,Lime,Fresh Produce
2024-10-20,"Mayonnaise, 32 fl oz",5.15,0.172,Aldi,fl oz,Mayonnaise,Condiments/Spices
2024-10-20,"Movie Theater Butter Microwave Popcorn, 12 count",4.75,0.396,Aldi,x,Popcorn,Snacks
2024-10-20,"Mozzarella String Cheese, 12 count",2.85,0.238,Aldi,oz,String Cheese,Dairy
2024-10-20,"Nonfat Vanilla Blended Greek Yogurt, 32 oz",3.85,0.12,Aldi,oz,Greek Yogurt,Dairy
2024-10-20,"Orange Juice From Concentrate, 1 gal",7.15,0.056,Aldi,fl oz,Orange Juice,Beverages
