date,item_name,price,price_per_unit,store,ppu_unit,alt_name,category
2024-11-08,"100% Apple Juice, 64 fl oz",1.75,0.027,Aldi,fl oz,Apple Juice,Beverages
2024-11-08,"2% Milk, 1 gal",3.45,3.45,Aldi,gal,Milk,Dairy
2024-11-08,"Active Dry Yeast Packets, 3 count",1.09,1.453,Aldi,oz,Dry Yeast,Baking Goods
2024-11-08,"All Purpose Flour, 5 lb",1.99,0.398,Aldi,lb,Flour,Baking Goods
2024-11-08,"Avocados, each",0.89,0.89,Aldi,each,Avocados,Fresh Produce
2024-11-08,"Baking Potatoes, 5 lb",4.39,0.878,Aldi,lb,Potatoes,Fresh Produce
2024-11-08,"Baking Powder, 8.1 oz",2.15,0.265,Aldi,oz,Baking Powder,Baking Goods
2024-11-08,"Baking Soda, 16 oz",0.99,0.062,Aldi,oz,Baking Soda,Baking Goods
2024-11-08,"Balsamic Vinegar of Modena, 16.9 fl oz",2.75,0.163,Aldi,fl oz,Balsamic Vinegar,Oils/Vinegars
2024-11-08,"Bananas, per lb",0.16,0.485,Aldi,lb,Bananas,Fresh Produce
2024-11-08,"Black Tea Bags, 100 Count",1.99,0.02,Aldi,ct,Tea Bags,Beverages
2024-11-08,Broccoli Crowns,1.95,1.95,Aldi,lb,Broccoli,Fresh Produce
2024-11-08,"Canned Whole Kernel Golden Sweet Corn, 15.25 oz",0.55,0.036,Aldi,oz,Green Chiles,Sauces/Canned Goods
2024-11-08,"Carrots, 2 lb",1.55,0.775,Aldi,lb,Carrots,Fresh Produce
2024-11-08,"Chicken Broth, 32 oz",1.09,0.034,Aldi,oz,Chicken Stock,Sauces/Canned Goods
2024-11-08,"Chili Powder, 2.5 oz",0.89,0.356,Aldi,oz,Chili Powder,Condiments/Spices
2024-11-08,"Chopped Green Chiles, 4 oz Can",0.89,0.223,Aldi,oz,Green Chiles,Sauces/Canned Goods
2024-11-08,"Chunk Light Tuna in Water, 5 oz Can",1.25,0.25,Aldi,oz,Tuna,Sauces/Canned Goods
2024-11-08,Cilantro Bunch,0.75,0.75,Aldi,each,Cilantro,Fresh Produce
2024-11-08,"Cinnamon Crunch Squares, 19.3 oz",3.09,0.16,Aldi,oz,Cereal,Snacks
2024-11-08,"Classic Roast Medium Ground Coffee, 30.5 oz",8.25,0.27,Aldi,oz,Coffee,Beverages
